Potential [ V],di [µA/]
-0.514450014,96.91710147
-0.513999999,96.48770356
-0.513549984,96.27849795
-0.513100028,96.13979637
-0.512650013,95.99990153
-0.512199998,95.77289893
-0.511749983,95.60480248
-0.511300027,95.29990348
-0.510850012,95.05759954
-0.510399997,94.94349797
-0.509949982,94.885203
-0.509500027,94.76010018
-0.509050012,94.65579933
-0.508599997,94.47659977
-0.508149981,94.17539695
-0.507700026,93.98090333
-0.507250011,93.77660172
-0.506799996,93.54470239
-0.506349981,93.27360021
-0.505900025,93.01219688
-0.50545001,92.61469677
-0.504999995,92.30730211
-0.50454998,92.01410285
-0.504100025,91.78149776
-0.50365001,91.53800056
-0.503199995,91.27359954
-0.502749979,90.93619883
-0.502300024,90.62999743
-0.501850009,90.37730342
-0.501399994,90.17169941
-0.500949979,90.05519678
-0.500500023,89.99439888
-0.500050008,89.93920346
-0.499599993,89.76810204
-0.499150008,89.64050357
-0.498699993,89.55090016
-0.498250008,89.42699787
-0.497799993,89.21840345
-0.497350007,89.0263982
-0.496899992,88.71099999
-0.496450007,88.30000297
-0.495999992,87.92519657
-0.495550007,87.61230129
-0.495099992,87.33499999
-0.494650006,87.09819667
-0.494199991,86.85579814
-0.493750006,86.52020188
-0.493299991,86.1528024
-0.492850006,85.77910194
-0.492399991,85.44419688
-0.491950005,85.16870002
-0.49149999,84.9700009
-0.491050005,84.75220238
-0.49059999,84.56870273
-0.490150005,84.37429642
-0.48969999,84.17799836
-0.489250004,83.95830082
-0.488799989,83.86940317
-0.488350004,83.75949983
-0.487899989,83.62699737
-0.487450004,83.37669715
-0.486999989,83.13499711
-0.486550003,82.77239976
-0.486099988,82.37430302
-0.485650003,82.05589984
-0.485199988,81.9154011
-0.484750003,81.77610289
-0.484299988,81.64109749
-0.483850002,81.50249778
-0.483399987,81.2829021
-0.482950002,80.97179671
-0.482499987,80.67549788
-0.482050002,80.45160212
-0.481599987,80.26749856
-0.481150001,80.1369024
-0.480699986,79.96139902
-0.480250001,79.73200263
-0.479799986,79.40440264
-0.479350001,79.06510291
-0.478899986,78.60860205
-0.47845,78.25039938
-0.477999985,77.97180297
-0.47755,77.81109889
-0.477100015,77.64060138
-0.47665,77.58470019
-0.476200014,77.43990136
-0.475749999,77.29270146
-0.475300014,77.02950097
-0.474849999,76.74239896
-0.474400014,76.42160199
-0.473949999,76.2362979
-0.473500013,75.96329669
-0.473049998,75.75529889
-0.472600013,75.56450146
-0.472149998,75.3817003
-0.471700013,75.06390102
-0.471249998,74.81910143
-0.470800012,74.57740139
-0.470349997,74.45899973
-0.469900012,74.35840234
-0.469449997,74.30319965
-0.469000012,74.18169844
-0.468549997,74.01109906
-0.468100011,73.6166985
-0.467649996,73.14670074
-0.467200011,72.61970313
-0.466749996,72.14979996
-0.466300011,71.73809718
-0.465849996,71.54240302
-0.46540001,71.45899872
-0.464949995,71.52400212
-0.46450001,71.5658025
-0.464049995,71.55589992
-0.46360001,71.38169894
-0.463149995,71.09769649
-0.462700009,70.76819747
-0.462249994,70.469403
-0.461800009,70.2253019
-0.461349994,70.08109969
-0.460900009,70.04239887
-0.460449994,69.89639951
-0.460000008,69.70010145
-0.459549993,69.43939661
-0.459100008,69.10380034
-0.458649993,68.68290075
-0.458200008,68.36080138
-0.457749993,68.11240019
-0.457300007,67.96389789
-0.456849992,67.90870248
-0.456400007,67.94549699
-0.455949992,67.93200009
-0.455500007,67.82590208
-0.455049992,67.617897
-0.454600006,67.29029701
-0.454149991,66.83690299
-0.453700006,66.38540071
-0.453249991,66.04979717
-0.452800006,65.79160254
-0.452349991,65.6632983
-0.451900005,65.65899821
-0.45144999,65.70010009
-0.451000005,65.66390221
-0.45054999,65.53999992
-0.450100005,65.26149809
-0.44964999,64.88170038
-0.449200004,64.43080201
-0.448749989,63.9541031
-0.448300004,63.56400263
-0.447849989,63.32899648
-0.447400004,63.18539818
-0.446949989,63.17129737
-0.446500003,63.24679998
-0.446049988,63.31119948
-0.445600003,63.37009836
-0.445149988,63.39340325
-0.444700003,63.27620213
-0.444249988,63.02780093
-0.443800002,62.74430052
-0.443349987,62.32839951
-0.442900002,61.89590204
-0.442449987,61.52660353
-0.442000002,61.30390102
-0.441549987,61.14799908
-0.441100001,61.12719711
-0.440649986,61.17010344
-0.440200001,61.1719006
-0.439749986,61.15050201
-0.439300001,61.02590123
-0.438849986,60.8609007
-0.4384,60.55480117
-0.437949985,60.27500058
-0.4375,59.91549915
-0.437050015,59.6155005
-0.4366,59.30510088
-0.436150014,59.16770169
-0.435699999,59.10449909
-0.435250014,59.1634016
-0.434799999,59.25719961
-0.434350014,59.44069926
-0.433899999,59.54310109
-0.433450013,59.65719902
-0.432999998,59.67069956
-0.432550013,59.63700096
-0.432099998,59.43639917
-0.431650013,59.21000047
-0.431199998,58.8246985
-0.430750012,58.49279842
-0.430299997,58.27689893
-0.429850012,58.19279977
-0.429399997,58.20329898
-0.428950012,58.38059951
-0.428499997,58.56090138
-0.428050011,58.63700062
-0.427599996,58.73640112
-0.427150011,58.80570097
-0.426699996,58.80260142
-0.426250011,58.81370089
-0.425799996,58.88610031
-0.42535001,58.89399836
-0.424899995,58.83389895
-0.42445001,58.78179945
-0.423999995,58.67200161
-0.42355001,58.43030158
-0.423099995,58.16030171
-0.422650009,57.97630001
-0.422199994,57.83030065
-0.421750009,57.75480167
-0.421299994,57.80570064
-0.420850009,57.87999908
-0.420399994,57.92719821
-0.419950008,57.97500125
-0.419499993,58.00569852
-0.419050008,58.01979933
-0.418599993,58.13880125
-0.418150008,58.28790017
-0.417699993,58.39340156
-0.417250007,58.49040099
-0.416799992,58.58359873
-0.416350007,58.51739843
-0.415899992,58.34440162
-0.415450007,58.15730037
-0.414999992,57.91119838
-0.414550006,57.64439993
-0.414099991,57.49590127
-0.413650006,57.46580064
-0.413199991,57.48420153
-0.412750006,57.59410124
-0.412299991,57.74620149
-0.411850005,57.85599933
-0.41139999,57.97750055
-0.410950005,58.11249866
-0.41049999,58.22470121
-0.410050005,58.31669841
-0.40959999,58.45660053
-0.409150004,58.55540076
-0.408699989,58.70879977
-0.408250004,58.85419887
-0.407799989,58.93880007
-0.407350004,58.9381998
-0.406899989,58.90390094
-0.406450003,58.73389819
-0.405999988,58.53880066
-0.405550003,58.47930152
-0.405099988,58.43819963
-0.404650003,58.47440116
-0.404199988,58.60199963
-0.403750002,58.84559869
-0.403299987,59.03390047
-0.402850002,59.30510088
-0.402399987,59.56579844
-0.401950002,59.7940998
-0.401499987,59.94740059
-0.401050001,60.08729906
-0.400599986,60.22899834
-0.400150001,60.35359911
-0.399699986,60.56770144
-0.399250001,60.81119864
-0.398799986,61.13389827
-0.39835,61.4583987
-0.397899985,61.78359763
-0.39745,62.03330122
-0.397000015,62.25539983
-0.39655,62.35230103
-0.396100014,62.37129855
-0.395649999,62.38050264
-0.395200014,62.46459816
-0.394749999,62.51430023
-0.394300014,62.62840179
-0.393849999,62.80199887
-0.393400013,63.02409747
-0.392949998,63.04799899
-0.392500013,63.12590267
-0.392049998,63.14740313
-0.391600013,63.10630124
-0.391149998,63.00010136
-0.390700012,63.02649854
-0.390249997,63.04249837
-0.389800012,63.16149666
-0.389349997,63.36330262
-0.388900012,63.61609849
-0.388449997,63.93880176
-0.388000011,64.2406012
-0.387549996,64.50439832
-0.387100011,64.75109694
-0.386649996,64.91669774
-0.386200011,64.9841968
-0.385749996,65.11060201
-0.38530001,65.22409967
-0.384849995,65.31980034
-0.38440001,65.55899745
-0.383949995,65.85229858
-0.38350001,66.15289749
-0.383049995,66.5227999
-0.382600009,66.90929877
-0.382149994,67.20559759
-0.381700009,67.5074989
-0.381249994,67.77069939
-0.380800009,67.95780064
-0.380349994,68.18050315
-0.379900008,68.42400035
-0.379449993,68.62339796
-0.379000008,68.8197033
-0.378549993,69.06950148
-0.378100008,69.26149945
-0.377649993,69.49769886
-0.377200007,69.81359911
-0.376749992,70.17250027
-0.376300007,70.50929707
-0.375849992,70.88050188
-0.375400007,71.20070222
-0.374949992,71.49830344
-0.374500006,71.80560351
-0.374049991,72.12340279
-0.373600006,72.45100278
-0.373149991,72.825198
-0.372700006,73.16080155
-0.372249991,73.46199709
-0.371800005,73.73010158
-0.37134999,73.9938987
-0.370900005,74.17859888
-0.37044999,74.40309855
-0.370000005,74.64789815
-0.36954999,74.98230116
-0.369100004,75.26630361
-0.368649989,75.62890096
-0.368200004,75.97429794
-0.367749989,76.2865966
-0.367300004,76.53809735
-0.366849989,76.90859638
-0.366400003,77.30250218
-0.365949988,77.69640069
-0.365500003,78.13439879
-0.365049988,78.5650991
-0.364600003,78.90129928
-0.364149988,79.19329801
-0.363700002,79.53259774
-0.363249987,79.83679825
-0.362800002,80.16380161
-0.362349987,80.54969658
-0.361900002,80.94050281
-0.361449987,81.22400322
-0.361000001,81.4761006
-0.360549986,81.69689681
-0.360100001,81.82459715
-0.359649986,81.90370136
-0.359200001,82.08349755
-0.358749986,82.34110283
-0.3583,82.59330207
-0.357849985,82.91540144
-0.3574,83.33800361
-0.356950015,83.75030302
-0.3565,84.14420154
-0.356050014,84.59389937
-0.355599999,85.0209035
-0.355150014,85.38769907
-0.354699999,85.68770136
-0.354250014,86.02329763
-0.353799999,86.40979649
-0.353350013,86.89259994
-0.352899998,87.44290244
-0.352450013,88.17359776
-0.351999998,88.91100151
-0.351550013,89.61470303
-0.351099998,90.29450302
-0.350650012,90.97049769
-0.350199997,91.56009764
-0.349750012,92.12819714
-0.349299997,92.70240116
-0.348850012,93.25089923
-0.348399997,93.7661971
-0.347950011,94.19689741
-0.347499996,94.64350296
-0.347050011,95.04530317
-0.346599996,95.49070091
-0.346150011,95.93310097
-0.345699996,96.48640116
-0.34525001,97.02260286
-0.344799995,97.55579958
-0.34435001,97.95089863
-0.343899995,98.37599646
-0.34345001,98.78700075
-0.342999995,99.20300363
-0.342550009,99.67840015
-0.342099994,100.2510035
-0.341650009,100.7710016
-0.341199994,101.2619978
-0.340750009,101.7399991
-0.340299994,102.1720018
-0.339850008,102.6530008
-0.339399993,103.2110013
-0.338950008,103.7690017
-0.338499993,104.423998
-0.338050008,105.2000007
-0.337599993,105.9589995
-0.337150007,106.6859986
-0.336699992,107.4480024
-0.336250007,108.2040035
-0.335799992,108.8389981
-0.335350007,109.4309991
-0.334899992,110.0470035
-0.334450006,110.6369964
-0.333999991,110.9829973
-0.333550006,111.360001
-0.333099991,111.7479987
-0.332650006,112.0489978
-0.332199991,112.3019974
-0.331750005,112.7900032
-0.33129999,113.2449979
-0.330850005,113.6770006
-0.33039999,114.1690009
-0.329950005,114.7290022
-0.32949999,115.1890028
-0.329050004,115.6459984
-0.328599989,116.1109976
-0.328150004,116.6349975
-0.327699989,117.2030024
-0.327250004,117.8989987
-0.326799989,118.6980007
-0.326350003,119.6099984
-0.325899988,120.5310036
-0.325450003,121.3979995
-0.324999988,122.2220017
-0.324550003,123.0449998
-0.324099988,123.7910037
-0.323650002,124.4640007
-0.323199987,125.1060021
-0.322750002,125.6639953
-0.322299987,126.0940044
-0.321850002,126.5320025
-0.321399987,126.9750064
-0.320950001,127.4910028
-0.320499986,128.0839933
-0.320050001,128.7350024
-0.319599986,129.3600071
-0.319150001,130.0230069
-0.318699986,130.6939957
-0.31825,131.3620014
-0.317799985,132.1390009
-0.31735,133.0079976
-0.316900015,133.8449947
-0.31645,134.5759956
-0.316000015,135.2599938
-0.315549999,135.8010049
-0.315100014,136.2030016
-0.314649999,136.6030046
-0.314200014,137.0740065
-0.313749999,137.555995
-0.313300014,138.0790054
-0.312849998,138.6969961
-0.312400013,139.3050043
-0.311949998,139.9119938
-0.311500013,140.4859941
-0.311049998,141.0160039
-0.310600013,141.5019942
-0.310149997,142.1089983
-0.309700012,142.7469979
-0.309249997,143.5279992
-0.308800012,144.428006
-0.308349997,145.3659934
-0.307900012,146.1990032
-0.307449996,146.9770068
-0.307000011,147.6199977
-0.306549996,148.1590007
-0.306100011,148.6270048
-0.305649996,149.0150025
-0.305200011,149.3419986
-0.304749995,149.6790064
-0.30430001,150.028005
-0.303849995,150.4090033
-0.30340001,150.819993
-0.302949995,151.3309981
-0.30250001,151.8500067
-0.302049994,152.3929968
-0.301600009,153.039
-0.301149994,153.8740034
-0.300700009,154.6910062
-0.300249994,155.5780036
-0.299800009,156.4279955
-0.299349993,157.0760069
-0.298900008,157.4820053
-0.298449993,157.8749943
-0.298000008,158.1499964
-0.297549993,158.416995
-0.297100008,158.8180021
-0.296649992,159.2339977
-0.296200007,159.6759976
-0.295749992,160.2090051
-0.295300007,160.8769962
-0.294849992,161.5939982
-0.294400007,162.5480072
-0.293949991,163.4619985
-0.293500006,164.3610012
-0.293049991,165.1420025
-0.292600006,165.7990069
-0.292149991,166.1970018
-0.291700006,166.5989985
-0.29124999,166.9339981
-0.290800005,167.3069928
-0.29034999,167.723003
-0.289900005,168.2959992
-0.28944999,168.8990014
-0.289000005,169.6090039
-0.288549989,170.2790032
-0.288100004,170.9219941
-0.287649989,171.4709942
-0.287200004,171.9410066
-0.286749989,172.2989982
-0.286300004,172.5850016
-0.285849988,172.8770003
-0.285400003,173.1780067
-0.284949988,173.4679972
-0.284500003,173.7910061
-0.284049988,174.2750028
-0.283600003,174.8350041
-0.283149987,175.4440018
-0.282700002,176.1790045
-0.282249987,176.9149967
-0.281800002,177.4870034
-0.281349987,177.947004
-0.280900002,178.2540057
-0.280449986,178.3629996
-0.280000001,178.4310007
-0.279549986,178.5549975
-0.279100001,178.6829962
-0.278649986,178.9850066
-0.278200001,179.5190037
-0.277749985,180.1150065
-0.2773,180.6660002
-0.276849985,181.202995
-0.2764,181.6589938
-0.275950015,181.8599994
-0.2755,181.9390018
-0.275050014,182.075004
-0.274599999,182.1699989
-0.274150014,182.2560007
-0.273699999,182.556003
-0.273250014,182.9849934
-0.272799999,183.4209979
-0.272350013,183.9790057
-0.271899998,184.4850049
-0.271450013,184.8139946
-0.270999998,185.0970002
-0.270550013,185.3160065
-0.270099998,185.4680013
-0.269650012,185.7089956
-0.269199997,186.0570046
-0.268750012,186.3579964
-0.268299997,186.6899984
-0.267850012,187.0279957
-0.267399997,187.3110014
-0.266950011,187.4739974
-0.266499996,187.6409951
-0.266050011,187.7470058
-0.265599996,187.8129988
-0.265150011,187.8829935
-0.264699996,188.0780037
-0.26425001,188.3130026
-0.263799995,188.5569945
-0.26335001,188.8249972
-0.262899995,189.0480053
-0.26245001,189.1610009
-0.261999995,189.1470019
-0.261550009,189.0910062
-0.261099994,188.9539999
-0.260650009,188.7919934
-0.260199994,188.6130049
-0.259750009,188.5329984
-0.259299994,188.4959929
-0.258850008,188.5370002
-0.258399993,188.5910024
-0.257950008,188.6319951
-0.257499993,188.5209931
-0.257050008,188.3420045
-0.256599993,188.045
-0.256150007,187.7250033
-0.255699992,187.4459995
-0.255250007,187.2510038
-0.254799992,187.0580018
-0.254350007,186.8719992
-0.253899992,186.528996
-0.253450006,185.9930053
-0.252999991,185.3499998
-0.252550006,184.6090017
-0.252099991,183.8159951
-0.251650006,183.1580012
-0.251199991,182.6219959
-0.250750005,182.1990008
-0.25029999,181.8949968
-0.249850005,181.5930009
-0.249400005,181.2400005
-0.248950005,180.8530069
-0.248500004,180.3570049
-0.248050004,179.7580044
-0.247600004,179.1940012
-0.247150004,178.6439971
-0.246700004,178.1010069
-0.246250004,177.5550045
-0.245800003,177.0200033
-0.245350003,176.3939945
-0.244900003,175.7169957
-0.244450003,174.9689982
-0.244000003,174.1769956
-0.243550003,173.3219979
-0.243100002,172.4989997
-0.242650002,171.6620027
-0.242200002,170.8619966
-0.241750002,170.1599977
-0.241300002,169.5480023
-0.240850002,168.9509954
-0.240400001,168.3419978
-0.239950001,167.6670072
-0.239500001,166.8259938
-0.239050001,165.7980029
-0.238600001,164.6500023
-0.238150001,163.4439977
-0.2377,162.2529962
-0.23725,161.199001
-0.2368,160.3249984
-0.23635,159.5909998
-0.2359,158.9680032
-0.23545,158.3300036
-0.234999999,157.6049981
-0.234549999,156.7949948
-0.234099999,155.8490039
-0.233649999,154.7340071
-0.233199999,153.6519994
-0.232749999,152.5550033
-0.232299998,151.5189942
-0.231849998,150.656997
-0.231399998,150.0789949
-0.230949998,149.5629986
-0.230499998,149.1169969
-0.230049998,148.6279943
-0.229599997,148.0460051
-0.229149997,147.283994
-0.228699997,146.4439993
-0.228249997,145.5809979
-0.227799997,144.7109971
-0.227349997,143.8659965
-0.226899996,143.0529956
-0.226449996,142.2950008
-0.225999996,141.6239975
-0.225549996,141.010998
-0.225099996,140.3859933
-0.224649996,139.7610031
-0.224199995,139.138996
-0.223749995,138.4439965
-0.223299995,137.7640001
-0.222849995,137.1200051
-0.222399995,136.5460048
-0.221949995,136.0110036
-0.221499994,135.5580025
-0.221049994,135.2230029
-0.220599994,134.9689992
-0.220149994,134.721995
-0.219699994,134.5049968
-0.219249994,134.2619944
-0.218799993,133.9019946
-0.218349993,133.5279958
-0.217899993,133.1560052
-0.217449993,132.8149956
-0.216999993,132.5899939
-0.216549993,132.4759942
-0.216100007,132.4259938
-0.215650007,132.5350022
-0.215200007,132.6839993
-0.214750007,132.7829959
-0.214300007,132.8600047
-0.213850006,132.9579973
-0.213400006,132.9030056
-0.212950006,132.8020007
-0.212500006,132.7219943
-0.212050006,132.5140038
-0.211600006,132.2460012
-0.211150005,132.1599993
-0.210700005,132.1760064
-0.210250005,132.2519965
-0.209800005,132.6159982
-0.209350005,133.0219966
-0.208900005,133.2749962
-0.208450004,133.3840046
-0.208000004,133.4179979
-0.207550004,133.2730026
-0.207100004,133.1219974
-0.206650004,133.0179948
-0.206200004,133.0789964
-0.205750003,133.2529937
-0.205300003,133.5700072
-0.204850003,133.9599985
-0.204400003,134.351998
-0.203950003,134.6350036
-0.203500003,134.8109945
-0.203050002,134.8869991
-0.202600002,134.8590013
-0.202150002,134.8310034
-0.201700002,134.8730002
-0.201250002,134.9850063
-0.200800002,135.121998
-0.200350001,135.342998
-0.199900001,135.6059947
-0.199450001,135.7690053
-0.199000001,135.8849986
-0.198550001,135.934999
-0.198100001,135.9029993
-0.19765,135.7839938
-0.1972,135.7919973
-0.19675,135.839
-0.1963,135.9919988
-0.19585,136.2579933
-0.1954,136.6429933
-0.194949999,137.0020036
-0.194499999,137.2910046
-0.194049999,137.5269931
-0.193599999,137.6620057
-0.193149999,137.6790024
-0.192699999,137.6389991
-0.192249998,137.6720029
-0.191799998,137.6709988
-0.191349998,137.7529989
-0.190899998,137.9869936
-0.190449998,138.3519993
-0.189999998,138.7600059
-0.189549997,139.263997
-0.189099997,139.715994
-0.188649997,140.0170004
-0.188199997,140.1530026
-0.187749997,140.1769987
-0.187299997,140.1250047
-0.186849996,140.0650071
-0.186399996,140.1129994
-0.185949996,140.2750058
-0.185499996,140.5390067
-0.185049996,140.8639946
-0.184599996,141.2389975
-0.184149995,141.5419974
-0.183699995,141.7599997
-0.183249995,141.8920001
-0.182799995,141.9740001
-0.182349995,141.9729961
-0.181899995,141.9920009
-0.181449994,142.1049965
-0.180999994,142.2839996
-0.180549994,142.5549999
-0.180099994,142.9510012
-0.179649994,143.3849975
-0.179199994,143.7239989
-0.178749993,144.021993
-0.178299993,144.1089989
-0.177849993,144.1119966
-0.177399993,144.0250053
-0.176949993,143.9969928
-0.176499993,144.0290071
-0.176050007,144.3229994
-0.175600007,144.6270035
-0.175150007,144.9690026
-0.174700007,145.2550059
-0.174250007,145.4430021
-0.173800007,145.359998
-0.173350006,145.219994
-0.172900006,145.0499985
-0.172450006,144.8660041
-0.172000006,144.7260001
-0.171550006,144.7410032
-0.171100006,144.8569965
-0.170650005,145.0599957
-0.170200005,145.3360019
-0.169750005,145.5979946
-0.169300005,145.8030019
-0.168850005,145.856
-0.168400005,145.8170009
-0.167950004,145.7019971
-0.167500004,145.6010068
-0.167050004,145.5290039
-0.166600004,145.6299942
-0.166150004,145.8519982
-0.165700004,146.1469947
-0.165250003,146.4249945
-0.164800003,146.6669928
-0.164350003,146.8190021
-0.163900003,146.8219998
-0.163450003,146.7310067
-0.163000003,146.6429967
-0.162550002,146.6789981
-0.162100002,146.6870017
-0.161650002,146.7450056
-0.161200002,146.9529961
-0.160750002,147.2080039
-0.160300002,147.3879965
-0.159850001,147.6850011
-0.159400001,148.0759965
-0.158950001,148.3719971
-0.158500001,148.5819957
-0.158050001,148.7679983
-0.157600001,148.8650014
-0.15715,148.8489943
-0.1567,148.8010021
-0.15625,148.8270063
-0.1558,148.8660055
-0.15535,148.9419956
-0.154899999,149.1639996
-0.154449999,149.4830067
-0.153999999,149.8519996
-0.153549999,150.2189989
-0.153099999,150.5649998
-0.152649999,150.7150009
-0.152199998,150.8010027
-0.151749998,150.7760026
-0.151299998,150.7569978
-0.150849998,150.723994
-0.150399998,150.8590067
-0.149949998,151.1059963
-0.149499997,151.4809992
-0.149049997,151.8920035
-0.148599997,152.4139952
-0.148149997,152.8629946
-0.147699997,153.1860034
-0.147249997,153.4640032
-0.146799996,153.7039934
-0.146349996,153.8140059
-0.145899996,153.9420045
-0.145449996,154.1810052
-0.144999996,154.3819963
-0.144549996,154.6699932
-0.144099995,155.0839952
-0.143649995,155.5500057
-0.143199995,155.8799995
-0.142749995,156.2380057
-0.142299995,156.4169943
-0.141849995,156.449998
-0.141399994,156.4109989
-0.140949994,156.4529957
-0.140499994,156.4760023
-0.140049994,156.7199943
-0.139599994,157.115006
-0.139149994,157.5430069
-0.138699993,157.9789969
-0.138249993,158.4069978
-0.137799993,158.6839935
-0.137349993,158.8529994
-0.136899993,158.979994
-0.136449993,159.0949978
-0.136000007,159.3210036
-0.135550007,159.6410002
-0.135100007,160.0889955
-0.134650007,160.6300066
-0.134200007,161.1579937
-0.133750007,161.5210058
-0.133300006,161.7649978
-0.132850006,161.7670059
-0.132400006,161.5880028
-0.131950006,161.3200002
-0.131500006,161.1199987
-0.131050006,160.9850005
-0.130600005,161.0640029
-0.130150005,161.2710039
-0.129700005,161.5819929
-0.129250005,161.7829985
-0.128800005,161.8609967
-0.128350005,161.7200032
-0.127900004,161.5179935
-0.127450004,161.1920015
-0.127000004,160.9419996
-0.126550004,160.7870072
-0.126100004,160.7500017
-0.125650004,160.6779988
-0.125200003,160.651005
-0.124750003,160.5389989
-0.124300003,160.3139972
-0.123850003,159.9910029
-0.123400003,159.7200026
-0.122950003,159.5329959
-0.122500002,159.4329951
-0.122050002,159.4339992
-0.121600002,159.4979985
-0.121150002,159.4659989
-0.120700002,159.1089967
-0.120250002,158.5839927
-0.119800001,157.892995
-0.119350001,157.1089961
-0.118900001,156.3039987
-0.118450001,155.7820069
-0.118000001,155.3500042
-0.117550001,154.9809967
-0.1171,154.6209969
-0.11665,154.2259997
-0.1162,153.6040072
-0.11575,152.9150031
-0.1153,152.1929953
-0.11485,151.4610049
-0.114399999,150.7959969
-0.113949999,150.2550003
-0.113499999,149.7939957
-0.113049999,149.3949967
-0.112599999,148.9769929
-0.112149999,148.4759996
-0.111699998,147.8740014
-0.111249998,147.1620053
-0.110799998,146.3590015
-0.110349998,145.6330065
-0.109899998,145.0429991
-0.109449998,144.6249953
-0.108999997,144.4009977
-0.108549997,144.2759967
-0.108099997,144.0750057
-0.107649997,143.7030005
-0.107199997,143.1540004
-0.106749997,142.3250069
-0.106299996,141.4500002
-0.105850004,140.5939984
-0.105400003,139.9019966
-0.104950003,139.3770071
-0.104500003,139.0779944
-0.104050003,138.7749944
-0.103600003,138.4299976
-0.103150003,137.9210007
-0.102700002,137.2209954
-0.102250002,136.4060008
-0.101800002,135.5919958
-0.101350002,134.9329978
-0.100900002,134.4949997
-0.100450002,134.2939941
-0.100000001,134.1869938
-0.099550001,134.0979943
-0.099100001,133.9029986
-0.098650001,133.5080015
-0.098200001,132.9700026
-0.097750001,132.4189943
-0.0973,131.9500007
-0.09685,131.5809932
-0.0964,131.4550027
-0.09595,131.4440015
-0.0955,131.4929978
-0.09505,131.5809932
-0.094599999,131.6849957
-0.094149999,131.6889975
-0.093699999,131.7510032
-0.093249999,131.8129944
-0.092799999,131.8319992
-0.092349999,131.8339928
-0.091899998,131.8940049
-0.091449998,131.8330033
-0.090999998,131.7730057
-0.090549998,131.7760034
-0.090099998,131.8110008
-0.089649998,131.8430004
-0.089199997,132.0159936
-0.088749997,132.2600001
-0.088299997,132.5060002
-0.087849997,132.8340004
-0.087399997,133.227004
-0.086949997,133.6090063
-0.086499996,133.9959999
-0.086049996,134.4210032
-0.085600004,134.7700018
-0.085150003,135.1329993
-0.084700003,135.4270062
-0.084250003,135.6589928
-0.083800003,135.8269947
-0.083350003,136.1210016
-0.082900003,136.4189957
-0.082450002,136.9719976
-0.082000002,137.7379958
-0.081550002,138.6520016
-0.081100002,139.5510044
-0.080650002,140.418997
-0.080200002,141.1249978
-0.079750001,141.6430023
-0.079300001,142.0379995
-0.078850001,142.3399954
-0.078400001,142.6590024
-0.077950001,142.9999975
-0.077500001,143.4919977
-0.07705,144.1350032
-0.0766,144.9190022
-0.07615,145.7960025
-0.0757,146.7819966
-0.07525,147.6920006
-0.0748,148.5230023
-0.074349999,149.2750016
-0.073899999,149.9929931
-0.073449999,150.6029948
-0.072999999,151.3010066
-0.072549999,152.099994
-0.072099999,152.9839938
-0.071649998,153.8920042
-0.071199998,154.8620057
-0.070749998,155.7770011
-0.070299998,156.5970015
-0.069849998,157.3649934
-0.069399998,158.0730022
-0.068949997,158.7599982
-0.068499997,159.5060021
-0.068049997,160.3440032
-0.067599997,161.3170025
-0.067149997,162.4059951
-0.066699997,163.5530061
-0.066249996,164.6199962
-0.065800004,165.5380038
-0.065350004,166.2620052
-0.064900003,166.8740006
-0.064450003,167.4389932
-0.064000003,168.0709975
-0.063550003,168.9479977
-0.063100003,169.9790009
-0.062650003,171.1530058
-0.062199999,172.3140012
-0.061749998,173.5090045
-0.061299998,174.4710025
-0.060849998,175.3069955
-0.060400002,176.0349987
-0.059950002,176.8490038
-0.059500001,177.6529971
-0.059050001,178.6450011
-0.058600001,179.8250014
-0.058150001,181.1389957
-0.057700001,182.3850034
-0.057250001,183.5779985
-0.0568,184.6899977
-0.05635,185.6940071
-0.0559,186.5740051
-0.05545,187.5619928
-0.055,188.6310056
-0.05455,189.7850016
-0.054099999,191.0099963
-0.053649999,192.3630043
-0.053199999,193.6240005
-0.052749999,194.8769932
-0.052299999,196.0619993
-0.051849999,197.1979946
-0.051399998,198.2609974
-0.050949998,199.342001
-0.050500002,200.4800044
-0.050050002,201.7030056
-0.049600001,203.0229953
-0.049150001,204.2970009
-0.048700001,205.6109952
-0.048250001,206.8390022
-0.047800001,207.9620026
-0.047350001,208.9229965
-0.0469,209.9709964
-0.04645,211.0729984
-0.046,212.289
-0.04555,213.5959949
-0.0451,215.1039953
-0.04465,216.6290069
-0.044199999,218.058005
-0.043749999,219.2760003
-0.043299999,220.4240009
-0.042849999,221.4120032
-0.042399999,222.3379997
-0.041949999,223.4029962
-0.041499998,224.7480006
-0.041049998,226.2060007
-0.040600002,227.7820022
-0.040150002,229.4230071
-0.039700001,230.8620024
-0.039250001,232.0229978
-0.038800001,233.0279967
-0.038350001,233.9170023
-0.037900001,234.7239933
-0.037450001,235.6409968
-0.037,236.7550042
-0.03655,237.9719954
-0.0361,239.1970047
-0.03565,240.4249972
-0.0352,241.6339994
-0.03475,242.812006
-0.034299999,244.0359967
-0.033849999,245.3800116
-0.033399999,246.873009
-0.032949999,248.427008
-0.032499999,249.951001
-0.032049999,251.2900101
-0.031599998,252.6050084
-0.03115,253.8220142
-0.0307,255.0449863
-0.03025,256.3440066
-0.0298,257.9140128
-0.02935,259.441993
-0.028899999,261.003006
-0.028449999,262.5260095
-0.028000001,263.9619925
-0.027550001,265.2689873
-0.027100001,266.6210057
-0.02665,268.0199977
-0.0262,269.370008
